Cordenada X,Cordenada Y,fuerza X 1,fuerza Y 1,fuerza neta 1,fuerza X 2,fuerza Y 2,fuerza neta 2,fuerza X 3,fuerza Y 3,fuerza neta 3,fuerza total X,fuerza total Y,fuerza neta total
9.0,-18.5,6.156,-10.334,12.028,2.658,-15.614,15.838,17.127,-16.515,23.793,25.941,-42.463,49.76
9.0,-16.0,7.837,-11.756,14.129,3.685,-19.345,19.693,22.326,-17.542,28.393,33.848,-48.643,59.261
9.0,-13.5,10.09,-13.334,16.721,5.31,-24.557,25.123,28.681,-17.413,33.552,44.081,-55.304,70.722
9.0,-11.0,13.112,-14.986,19.912,8.026,-32.103,33.09,35.653,-15.28,38.791,56.791,-62.369,84.351
9.0,-8.5,17.127,-16.515,23.793,12.897,-43.528,45.398,41.926,-10.481,43.217,71.95,-70.524,100.749
9.0,-6.0,22.326,-17.542,28.393,22.449,-61.734,65.69,45.566,-3.255,45.683,90.34100000000001,-82.531,122.364
9.0,-3.5,28.681,-17.413,33.552,43.426,-92.28,101.986,45.14,4.836,45.398,117.247,-104.857,157.295
9.0,-1.0,35.653,-15.28,38.791,96.01,-144.015,173.082,40.821,11.663,42.454,172.484,-147.63199999999998,227.037
9.0,1.5,41.926,-10.481,43.217,239.769,-209.798,318.593,34.265,15.909,37.777,315.96,-204.37,376.295
9.0,4.0,45.566,-3.255,45.683,513.644,-128.411,529.439,27.332,17.571,32.492,586.542,-114.095,597.536
9.0,6.5,45.14,4.836,45.398,461.752,173.157,493.151,21.186,17.402,27.417,528.078,195.39500000000004,563.068
9.0,9.0,40.821,11.663,42.454,198.858,198.858,281.236,16.235,16.235,22.959,255.914,226.75600000000003,341.921
9.0,11.5,34.265,15.909,37.777,80.982,131.595,154.513,12.435,14.656,19.221,127.682,162.16,206.394
9.0,14.0,27.332,17.571,32.492,37.681,84.783,92.781,9.585,13.008,16.158,74.59800000000001,115.362,137.38
9.0,16.5,21.186,17.402,27.417,19.943,57.336,60.706,7.461,11.458,13.673,48.59,86.196,98.948
9.0,19.0,16.235,16.235,22.959,11.663,40.821,42.454,5.874,10.07,11.658,33.772,67.126,75.143
11.5,-21.0,5.085,-8.013,9.491,3.039,-12.157,12.531,12.231,-11.86,17.037,20.355,-32.03,37.951
11.5,-18.5,6.273,-8.934,10.916,4.036,-14.592,15.139,15.326,-12.539,19.802,25.634999999999998,-36.065,44.247
11.5,-16.0,7.796,-9.922,12.618,5.507,-17.791,18.624,19.041,-12.694,22.885,32.344,-40.407000000000004,51.758
11.5,-13.5,9.749,-10.93,14.646,7.759,-22.082,23.406,23.223,-11.963,26.124,40.731,-44.975,60.678
11.5,-11.0,12.231,-11.86,17.037,11.357,-27.957,30.176,27.439,-9.978,29.197,51.027,-49.795,71.297
11.5,-8.5,15.326,-12.539,19.802,17.392,-36.123,40.091,30.947,-6.564,31.635,63.665000000000006,-55.226,84.28
11.5,-6.0,19.041,-12.694,22.885,28.046,-47.462,55.13,32.878,-1.993,32.938,79.965,-62.14900000000001,101.276
11.5,-3.5,23.223,-11.963,26.124,47.753,-62.447,78.609,32.652,2.968,32.787,103.628,-71.442,125.868
11.5,-1.0,27.439,-9.978,29.197,84.511,-78.01,115.013,30.344,7.356,31.223,142.29399999999998,-80.632,163.552
11.5,1.5,30.947,-6.564,31.635,145.423,-78.305,165.156,26.626,10.489,28.617,202.996,-74.38,216.194
11.5,4.0,32.878,-1.993,32.938,205.717,-31.649,208.122,22.367,12.2,25.478,260.96200000000005,-21.442000000000004,261.841
11.5,6.5,32.652,2.968,32.787,197.053,45.474,202.237,18.254,12.723,22.25,247.95899999999997,61.16499999999999,255.392
11.5,9.0,30.344,7.356,31.223,131.595,80.982,154.513,14.656,12.435,19.221,176.595,100.773,203.325
11.5,11.5,26.626,10.489,28.617,75.323,75.323,106.518,11.687,11.687,16.528,113.636,97.499,149.73
11.5,14.0,22.367,12.2,25.478,42.752,59.194,73.02,9.319,10.731,14.213,74.438,82.125,110.84
11.5,16.5,18.254,12.723,22.25,25.377,44.899,51.575,7.46,9.72,12.253,51.091,67.342,84.529
11.5,19.0,14.656,12.435,19.221,15.909,34.265,37.777,6.011,8.743,10.61,36.576,55.443000000000005,66.421
14.0,-21.0,5.121,-7.008,8.679,3.889,-11.235,11.889,11.158,-9.396,14.587,20.168,-27.639,34.215
14.0,-18.5,6.196,-7.663,9.855,5.083,-13.273,14.213,13.505,-9.595,16.567,24.784,-30.531,39.324
14.0,-16.0,7.529,-8.321,11.222,6.792,-15.848,17.242,16.161,-9.356,18.673,30.482,-33.525,45.311
14.0,-13.5,9.169,-8.928,12.798,9.302,-19.121,21.264,18.961,-8.483,20.773,37.432,-36.532,52.304
14.0,-11.0,11.158,-9.396,14.587,13.092,-23.275,26.705,21.617,-6.827,22.67,45.867000000000004,-39.498,60.53
14.0,-8.5,13.505,-9.595,16.567,18.964,-28.446,34.188,23.712,-4.368,24.112,56.181,-42.409000000000006,70.391
14.0,-6.0,16.161,-9.356,18.673,28.212,-34.481,44.552,24.829,-1.307,24.863,69.202,-45.144000000000005,82.625
14.0,-3.5,18.961,-8.483,20.773,42.7,-40.328,58.732,24.7,1.95,24.777,86.361,-46.861000000000004,98.256
14.0,-1.0,21.617,-6.827,22.67,63.998,-42.665,76.918,23.362,4.918,23.874,108.97699999999999,-44.574,117.741
14.0,1.5,23.712,-4.368,24.112,89.941,-34.977,96.507,21.117,7.224,22.319,134.77,-32.120999999999995,138.545
14.0,4.0,24.829,-1.307,24.863,109.099,-12.122,109.765,18.401,8.716,20.362,152.329,-4.713000000000001,152.402
14.0,6.5,24.7,1.95,24.777,106.642,17.774,108.112,15.61,9.448,18.247,146.952,29.172,149.82
14.0,9.0,23.362,4.918,23.874,84.783,37.681,92.781,13.008,9.585,16.158,121.15299999999999,52.184,131.914
14.0,11.5,21.117,7.224,22.319,59.194,42.752,73.02,10.731,9.319,14.213,91.042,59.295,108.649
14.0,14.0,18.401,8.716,20.362,39.283,39.283,55.555,8.814,8.814,12.465,66.49799999999999,56.813,87.463
14.0,16.5,15.61,9.448,18.247,26.011,33.236,42.204,7.24,8.192,10.933,48.861,50.876,70.539
14.0,19.0,13.008,9.585,16.158,17.571,27.332,32.492,5.962,7.531,9.605,36.541,44.448,57.54
16.5,-21.0,5.039,-6.093,7.907,4.504,-10.183,11.135,10.053,-7.481,12.531,19.596,-23.756999999999998,30.796
16.5,-18.5,5.988,-6.545,8.871,5.779,-11.81,13.148,11.826,-7.426,13.964,23.593,-25.781,34.947
16.5,-16.0,7.128,-6.962,9.964,7.541,-13.77,15.699,13.736,-7.028,15.43,28.405,-27.759999999999998,39.717
16.5,-13.5,8.48,-7.296,11.187,10.014,-16.109,18.967,15.659,-6.191,16.839,34.153,-29.596,45.192
16.5,-11.0,10.053,-7.481,12.531,13.529,-18.823,23.181,17.397,-4.855,18.062,40.979,-31.159000000000002,51.48
16.5,-8.5,11.826,-7.426,13.964,18.558,-21.785,28.617,18.721,-3.048,18.967,49.105000000000004,-32.259,58.753
16.5,-6.0,13.736,-7.028,15.43,25.68,-24.564,35.537,19.408,-0.903,19.428,58.824,-32.495,67.203
16.5,-3.5,15.659,-6.191,16.839,35.394,-26.161,44.012,19.329,1.349,19.376,70.382,-31.003000000000004,76.908
16.5,-1.0,17.397,-4.855,18.062,47.426,-24.744,53.493,18.501,3.442,18.818,83.32400000000001,-26.157,87.333
16.5,1.5,18.721,-3.048,18.967,59.582,-18.134,62.282,17.076,5.163,17.84,95.37899999999999,-16.019000000000002,96.715
16.5,4.0,19.408,-0.903,19.428,67.295,-5.852,67.547,15.281,6.397,16.567,101.98400000000001,-0.35800000000000054,101.985
16.5,6.5,19.329,1.349,19.376,66.36,8.656,66.919,13.35,7.141,15.139,99.03899999999999,17.146,100.512
16.5,9.0,18.501,3.442,18.818,57.336,19.943,60.706,11.458,7.461,13.673,87.295,30.846000000000004,92.585
16.5,11.5,17.076,5.163,17.84,44.899,25.377,51.575,9.72,7.46,12.253,71.69500000000001,38.0,81.143
16.5,14.0,15.281,6.397,16.567,33.236,26.011,42.204,8.192,7.24,10.933,56.708999999999996,39.648,69.194
16.5,16.5,13.35,7.141,15.139,24.062,24.062,34.028,6.883,6.883,9.735,44.295,38.086000000000006,58.417
16.5,19.0,11.458,7.461,13.673,17.402,21.186,27.417,5.784,6.456,8.668,34.644,35.103,49.32
19.0,-21.0,4.876,-5.282,7.188,4.893,-9.087,10.321,9.001,-6.001,10.818,18.77,-20.37,27.699
19.0,-18.5,5.7,-5.581,7.977,6.156,-10.334,12.028,10.345,-5.819,11.87,22.201,-21.733999999999998,31.068
19.0,-16.0,6.66,-5.828,8.85,7.837,-11.756,14.129,11.738,-5.38,12.912,26.235,-22.964,34.866
19.0,-13.5,7.762,-5.984,9.801,10.09,-13.334,16.721,13.087,-4.635,13.883,30.939,-23.952999999999996,39.128
19.0,-11.0,9.001,-6.001,10.818,13.112,-14.986,19.912,14.266,-3.567,14.705,36.379,-24.554000000000002,43.89
19.0,-8.5,10.345,-5.819,11.87,17.127,-16.515,23.793,15.139,-2.208,15.299,42.611000000000004,-24.542,49.173
19.0,-6.0,11.738,-5.38,12.912,22.326,-17.542,28.393,15.584,-0.649,15.598,49.647999999999996,-23.571,54.959
19.0,-3.5,13.087,-4.635,13.883,28.681,-17.413,33.552,15.534,0.971,15.564,57.302,-21.077,61.055
19.0,-1.0,14.266,-3.567,14.705,35.653,-15.28,38.791,14.996,2.499,15.203,64.91499999999999,-16.348000000000003,66.942
19.0,1.5,15.139,-2.208,15.299,41.926,-10.481,43.217,14.05,3.805,14.557,71.115,-8.884,71.668
19.0,4.0,15.584,-0.649,15.598,45.566,-3.255,45.683,12.826,4.81,13.699,73.976,0.9059999999999997,73.982
19.0,6.5,15.534,0.971,15.564,45.14,4.836,45.398,11.46,5.491,12.707,72.134,11.298,73.013
19.0,9.0,14.996,2.499,15.203,40.821,11.663,42.454,10.07,5.874,11.658,65.887,20.036,68.866
19.0,11.5,14.05,3.805,14.557,34.265,15.909,37.777,8.743,6.011,10.61,57.058,25.725,62.589
19.0,14.0,12.826,4.81,13.699,27.332,17.571,32.492,7.531,5.962,9.605,47.689,28.343,55.476
19.0,16.5,11.46,5.491,12.707,21.186,17.402,27.417,6.456,5.784,8.668,39.102000000000004,28.677,48.491
19.0,19.0,10.07,5.874,11.658,16.235,16.235,22.959,5.524,5.524,7.813,31.829,27.633,42.151
