Cordenada X,Cordenada Y,fuerza X 1,fuerza Y 1,fuerza neta 1,fuerza X 2,fuerza Y 2,fuerza neta 2,fuerza X 3,fuerza Y 3,fuerza neta 3,fuerza X 4,fuerza Y 4,fuerza neta 4,fuerza total X,fuerza total Y,fuerza neta total
4.0,-21.0,3.889,-11.235,11.889,-0.511,-13.284,13.294,13.092,-23.275,26.705,2.185,34.953,-35.02,18.654999999999998,-12.840999999999994,22.647
4.0,-18.5,5.083,-13.273,14.213,-0.692,-16.253,16.268,18.964,-28.446,34.188,3.628,48.979,-49.113,26.982999999999997,-8.993000000000002,28.442
4.0,-16.0,6.792,-15.848,17.242,-0.968,-20.338,20.362,28.212,-34.481,44.552,6.68,73.475,-73.775,40.716,2.8079999999999927,40.813
4.0,-13.5,9.302,-19.121,21.264,-1.415,-26.182,26.22,42.7,-40.328,58.732,14.354,122.009,-122.856,64.941,36.378,74.436
4.0,-11.0,13.092,-23.275,26.705,-2.185,-34.953,35.02,63.998,-42.665,76.918,39.984,239.906,-243.224,114.88900000000001,139.013,180.344
4.0,-8.5,18.964,-28.446,34.188,-3.628,-48.979,49.113,89.941,-34.977,96.507,186.611,653.14,-679.266,291.888,540.738,614.489
4.0,-6.0,28.212,-34.481,44.552,-6.68,-73.475,73.775,109.099,-12.122,109.765,3183.422,3183.422,-4501.359,3314.053,3063.344,4512.984
4.0,-3.5,42.7,-40.328,58.732,-14.354,-122.009,122.856,106.642,17.774,108.112,1535.519,-2303.279,-2768.542,1670.507,-2447.842,2963.532
4.0,-1.0,63.998,-42.665,76.918,-39.984,-239.906,243.224,84.783,37.681,92.781,128.411,-513.644,-529.439,237.208,-758.5340000000001,794.759
4.0,1.5,89.941,-34.977,96.507,-186.611,-653.14,679.266,59.194,42.752,73.02,31.649,-205.717,-208.122,-5.826999999999984,-851.082,851.102
4.0,4.0,109.099,-12.122,109.765,-3183.422,-3183.422,4501.359,39.283,39.283,55.555,12.122,-109.099,-109.765,-3022.918,-3265.36,4449.788
4.0,6.5,106.642,17.774,108.112,-1535.519,2303.279,2768.542,26.011,33.236,42.204,5.852,-67.295,-67.547,-1397.014,2286.9939999999997,2679.923
4.0,9.0,84.783,37.681,92.781,-128.411,513.644,529.439,17.571,27.332,32.492,3.255,-45.566,-45.683,-22.802,533.091,533.578
4.0,11.5,59.194,42.752,73.02,-31.649,205.717,208.122,12.2,22.367,25.478,1.993,-32.878,-32.938,41.73800000000001,237.95800000000003,241.591
4.0,14.0,39.283,39.283,55.555,-12.122,109.099,109.765,8.716,18.401,20.362,1.307,-24.829,-24.863,37.184000000000005,141.954,146.743
4.0,16.5,26.011,33.236,42.204,-5.852,67.295,67.547,6.397,15.281,16.567,0.903,-19.408,-19.428,27.458999999999996,96.40400000000001,100.238
4.0,19.0,17.571,27.332,32.492,-3.255,45.566,45.683,4.81,12.826,13.699,0.649,-15.584,-15.598,19.775000000000002,70.13999999999999,72.874
6.5,-21.0,4.504,-10.183,11.135,0.764,-13.248,13.27,13.529,-18.823,23.181,-3.253,34.699,-34.851,15.544,-7.555,17.283
6.5,-18.5,5.779,-11.81,13.148,1.034,-16.198,16.231,18.558,-21.785,28.617,-5.387,48.483,-48.781,19.983999999999998,-1.3100000000000094,20.027
6.5,-16.0,7.541,-13.77,15.699,1.447,-20.252,20.304,25.68,-24.564,35.537,-9.866,72.349,-73.02,24.802,13.763000000000005,28.365
6.5,-13.5,10.014,-16.109,18.967,2.111,-26.038,26.124,35.394,-26.161,44.012,-20.997,118.981,-120.815,26.522,50.67299999999999,57.194
6.5,-11.0,13.529,-18.823,23.181,3.253,-34.699,34.851,47.426,-24.744,53.493,-57.058,228.231,-235.268,7.149999999999999,149.965,150.135
6.5,-8.5,18.558,-21.785,28.617,5.387,-48.483,48.781,59.582,-18.134,62.282,-244.48,570.453,-620.653,-160.95299999999997,482.051,508.212
6.5,-6.0,25.68,-24.564,35.537,9.866,-72.349,73.02,67.295,-5.852,67.547,-2303.279,1535.519,-2768.542,-2200.438,1432.754,2625.778
6.5,-3.5,35.394,-26.161,44.012,20.997,-118.981,120.815,66.36,8.656,66.919,-1414.854,-1414.854,-2000.604,-1292.103,-1551.3400000000001,2018.957
6.5,-1.0,47.426,-24.744,53.493,57.058,-228.231,235.268,57.336,19.943,60.706,-173.157,-461.752,-493.151,-11.337000000000018,-694.784,694.876
6.5,1.5,59.582,-18.134,62.282,244.48,-570.453,620.653,44.899,25.377,51.575,-45.474,-197.053,-202.237,303.487,-760.263,818.599
6.5,4.0,67.295,-5.852,67.547,2303.279,-1535.519,2768.542,33.236,26.011,42.204,-17.774,-106.642,-108.112,2386.036,-1622.0020000000002,2885.144
6.5,6.5,66.36,8.656,66.919,1414.854,1414.854,2000.604,24.062,24.062,34.028,-8.656,-66.36,-66.919,1496.62,1381.212,2036.57
6.5,9.0,57.336,19.943,60.706,173.157,461.752,493.151,17.402,21.186,27.417,-4.836,-45.14,-45.398,243.05899999999997,457.741,518.271
6.5,11.5,44.899,25.377,51.575,45.474,197.053,202.237,12.723,18.254,22.25,-2.968,-32.652,-32.787,100.12799999999999,208.03199999999998,230.874
6.5,14.0,33.236,26.011,42.204,17.774,106.642,108.112,9.448,15.61,18.247,-1.95,-24.7,-24.777,58.507999999999996,123.56299999999997,136.715
6.5,16.5,24.062,24.062,34.028,8.656,66.36,66.919,7.141,13.35,15.139,-1.349,-19.329,-19.376,38.510000000000005,84.44299999999998,92.81
6.5,19.0,17.402,21.186,27.417,4.836,45.14,45.398,5.491,11.46,12.707,-0.971,-15.534,-15.564,26.758,62.252,67.759
9.0,-21.0,4.893,-9.087,10.321,1.978,-12.854,13.006,13.112,-14.986,19.912,-8.026,32.103,-33.09,11.957,-4.823999999999998,12.893
9.0,-18.5,6.156,-10.334,12.028,2.658,-15.614,15.838,17.127,-16.515,23.793,-12.897,43.528,-45.398,13.043999999999999,1.0649999999999977,13.087
9.0,-16.0,7.837,-11.756,14.129,3.685,-19.345,19.693,22.326,-17.542,28.393,-22.449,61.734,-65.69,11.398999999999997,13.091000000000001,17.358
9.0,-13.5,10.09,-13.334,16.721,5.31,-24.557,25.123,28.681,-17.413,33.552,-43.426,92.28,-101.986,0.6550000000000011,36.976,36.982
9.0,-11.0,13.112,-14.986,19.912,8.026,-32.103,33.09,35.653,-15.28,38.791,-96.01,144.015,-173.082,-39.21900000000001,81.64599999999999,90.577
9.0,-8.5,17.127,-16.515,23.793,12.897,-43.528,45.398,41.926,-10.481,43.217,-239.769,209.798,-318.593,-167.81900000000002,139.274,218.084
9.0,-6.0,22.326,-17.542,28.393,22.449,-61.734,65.69,45.566,-3.255,45.683,-513.644,128.411,-529.439,-423.303,45.879999999999995,425.782
9.0,-3.5,28.681,-17.413,33.552,43.426,-92.28,101.986,45.14,4.836,45.398,-461.752,-173.157,-493.151,-344.505,-278.014,442.691
9.0,-1.0,35.653,-15.28,38.791,96.01,-144.015,173.082,40.821,11.663,42.454,-198.858,-198.858,-281.236,-26.373999999999995,-346.49,347.492
9.0,1.5,41.926,-10.481,43.217,239.769,-209.798,318.593,34.265,15.909,37.777,-80.982,-131.595,-154.513,234.97799999999998,-335.96500000000003,409.984
9.0,4.0,45.566,-3.255,45.683,513.644,-128.411,529.439,27.332,17.571,32.492,-37.681,-84.783,-92.781,548.861,-198.878,583.782
9.0,6.5,45.14,4.836,45.398,461.752,173.157,493.151,21.186,17.402,27.417,-19.943,-57.336,-60.706,508.135,138.05900000000003,526.556
9.0,9.0,40.821,11.663,42.454,198.858,198.858,281.236,16.235,16.235,22.959,-11.663,-40.821,-42.454,244.25099999999998,185.93500000000003,306.97
9.0,11.5,34.265,15.909,37.777,80.982,131.595,154.513,12.435,14.656,19.221,-7.356,-30.344,-31.223,120.32600000000001,131.816,178.476
9.0,14.0,27.332,17.571,32.492,37.681,84.783,92.781,9.585,13.008,16.158,-4.918,-23.362,-23.874,69.68,92.0,115.409
9.0,16.5,21.186,17.402,27.417,19.943,57.336,60.706,7.461,11.458,13.673,-3.442,-18.501,-18.818,45.148,67.695,81.369
9.0,19.0,16.235,16.235,22.959,11.663,40.821,42.454,5.874,10.07,11.658,-2.499,-14.996,-15.203,31.273,52.13,60.791
11.5,-21.0,5.085,-8.013,9.491,3.039,-12.157,12.531,12.231,-11.86,17.037,-11.357,27.957,-30.176,8.998000000000001,-4.073,9.877
11.5,-18.5,6.273,-8.934,10.916,4.036,-14.592,15.139,15.326,-12.539,19.802,-17.392,36.123,-40.091,8.242999999999999,0.05799999999999983,8.243
11.5,-16.0,7.796,-9.922,12.618,5.507,-17.791,18.624,19.041,-12.694,22.885,-28.046,47.462,-55.13,4.298000000000002,7.055,8.261
11.5,-13.5,9.749,-10.93,14.646,7.759,-22.082,23.406,23.223,-11.963,26.124,-47.753,62.447,-78.609,-7.0219999999999985,17.472,18.83
11.5,-11.0,12.231,-11.86,17.037,11.357,-27.957,30.176,27.439,-9.978,29.197,-84.511,78.01,-115.013,-33.483999999999995,28.215000000000003,43.787
11.5,-8.5,15.326,-12.539,19.802,17.392,-36.123,40.091,30.947,-6.564,31.635,-145.423,78.305,-165.156,-81.758,23.079000000000008,84.953
11.5,-6.0,19.041,-12.694,22.885,28.046,-47.462,55.13,32.878,-1.993,32.938,-205.717,31.649,-208.122,-125.75200000000001,-30.500000000000007,129.398
11.5,-3.5,23.223,-11.963,26.124,47.753,-62.447,78.609,32.652,2.968,32.787,-197.053,-45.474,-202.237,-93.425,-116.916,149.658
11.5,-1.0,27.439,-9.978,29.197,84.511,-78.01,115.013,30.344,7.356,31.223,-131.595,-80.982,-154.513,10.698999999999984,-161.614,161.968
11.5,1.5,30.947,-6.564,31.635,145.423,-78.305,165.156,26.626,10.489,28.617,-75.323,-75.323,-106.518,127.67300000000002,-149.70299999999997,196.752
11.5,4.0,32.878,-1.993,32.938,205.717,-31.649,208.122,22.367,12.2,25.478,-42.752,-59.194,-73.02,218.21000000000004,-80.63600000000001,232.632
11.5,6.5,32.652,2.968,32.787,197.053,45.474,202.237,18.254,12.723,22.25,-25.377,-44.899,-51.575,222.58199999999997,16.26599999999999,223.176
11.5,9.0,30.344,7.356,31.223,131.595,80.982,154.513,14.656,12.435,19.221,-15.909,-34.265,-37.777,160.686,66.508,173.906
11.5,11.5,26.626,10.489,28.617,75.323,75.323,106.518,11.687,11.687,16.528,-10.489,-26.626,-28.617,103.14699999999999,70.87299999999999,125.149
11.5,14.0,22.367,12.2,25.478,42.752,59.194,73.02,9.319,10.731,14.213,-7.224,-21.117,-22.319,67.214,61.007999999999996,90.773
11.5,16.5,18.254,12.723,22.25,25.377,44.899,51.575,7.46,9.72,12.253,-5.163,-17.076,-17.84,45.928,50.266,68.089
11.5,19.0,14.656,12.435,19.221,15.909,34.265,37.777,6.011,8.743,10.61,-3.805,-14.05,-14.557,32.771,41.393,52.795
14.0,-21.0,5.121,-7.008,8.679,3.889,-11.235,11.889,11.158,-9.396,14.587,-13.092,23.275,-26.705,7.075999999999999,-4.364000000000001,8.313
14.0,-18.5,6.196,-7.663,9.855,5.083,-13.273,14.213,13.505,-9.595,16.567,-18.964,28.446,-34.188,5.82,-2.0849999999999973,6.182
14.0,-16.0,7.529,-8.321,11.222,6.792,-15.848,17.242,16.161,-9.356,18.673,-28.212,34.481,-44.552,2.2699999999999996,0.9560000000000031,2.463
14.0,-13.5,9.169,-8.928,12.798,9.302,-19.121,21.264,18.961,-8.483,20.773,-42.7,40.328,-58.732,-5.268000000000001,3.7960000000000065,6.493
14.0,-11.0,11.158,-9.396,14.587,13.092,-23.275,26.705,21.617,-6.827,22.67,-63.998,42.665,-76.918,-18.130999999999993,3.1670000000000016,18.406
14.0,-8.5,13.505,-9.595,16.567,18.964,-28.446,34.188,23.712,-4.368,24.112,-89.941,34.977,-96.507,-33.760000000000005,-7.432000000000009,34.568
14.0,-6.0,16.161,-9.356,18.673,28.212,-34.481,44.552,24.829,-1.307,24.863,-109.099,12.122,-109.765,-39.897000000000006,-33.022000000000006,51.79
14.0,-3.5,18.961,-8.483,20.773,42.7,-40.328,58.732,24.7,1.95,24.777,-106.642,-17.774,-108.112,-20.28099999999999,-64.635,67.742
14.0,-1.0,21.617,-6.827,22.67,63.998,-42.665,76.918,23.362,4.918,23.874,-84.783,-37.681,-92.781,24.19399999999999,-82.255,85.739
14.0,1.5,23.712,-4.368,24.112,89.941,-34.977,96.507,21.117,7.224,22.319,-59.194,-42.752,-73.02,75.57600000000001,-74.87299999999999,106.385
14.0,4.0,24.829,-1.307,24.863,109.099,-12.122,109.765,18.401,8.716,20.362,-39.283,-39.283,-55.555,113.046,-43.996,121.306
14.0,6.5,24.7,1.95,24.777,106.642,17.774,108.112,15.61,9.448,18.247,-26.011,-33.236,-42.204,120.941,-4.0639999999999965,121.009
14.0,9.0,23.362,4.918,23.874,84.783,37.681,92.781,13.008,9.585,16.158,-17.571,-27.332,-32.492,103.582,24.851999999999997,106.522
14.0,11.5,21.117,7.224,22.319,59.194,42.752,73.02,10.731,9.319,14.213,-12.2,-22.367,-25.478,78.842,36.928,87.062
14.0,14.0,18.401,8.716,20.362,39.283,39.283,55.555,8.814,8.814,12.465,-8.716,-18.401,-20.362,57.78199999999999,38.412000000000006,69.385
14.0,16.5,15.61,9.448,18.247,26.011,33.236,42.204,7.24,8.192,10.933,-6.397,-15.281,-16.567,42.464,35.595,55.409
14.0,19.0,13.008,9.585,16.158,17.571,27.332,32.492,5.962,7.531,9.605,-4.81,-12.826,-13.699,31.730999999999998,31.622,44.797
16.5,-21.0,5.039,-6.093,7.907,4.504,-10.183,11.135,10.053,-7.481,12.531,-13.529,18.823,-23.181,6.067,-4.9339999999999975,7.82
16.5,-18.5,5.988,-6.545,8.871,5.779,-11.81,13.148,11.826,-7.426,13.964,-18.558,21.785,-28.617,5.035,-3.9959999999999987,6.428
16.5,-16.0,7.128,-6.962,9.964,7.541,-13.77,15.699,13.736,-7.028,15.43,-25.68,24.564,-35.537,2.7250000000000014,-3.195999999999998,4.2
16.5,-13.5,8.48,-7.296,11.187,10.014,-16.109,18.967,15.659,-6.191,16.839,-35.394,26.161,-44.012,-1.2409999999999997,-3.4349999999999987,3.652
16.5,-11.0,10.053,-7.481,12.531,13.529,-18.823,23.181,17.397,-4.855,18.062,-47.426,24.744,-53.493,-6.447000000000003,-6.415000000000003,9.095
16.5,-8.5,11.826,-7.426,13.964,18.558,-21.785,28.617,18.721,-3.048,18.967,-59.582,18.134,-62.282,-10.476999999999997,-14.125,17.586
16.5,-6.0,13.736,-7.028,15.43,25.68,-24.564,35.537,19.408,-0.903,19.428,-67.295,5.852,-67.547,-8.471000000000004,-26.642999999999997,27.957
16.5,-3.5,15.659,-6.191,16.839,35.394,-26.161,44.012,19.329,1.349,19.376,-66.36,-8.656,-66.919,4.022000000000006,-39.659000000000006,39.862
16.5,-1.0,17.397,-4.855,18.062,47.426,-24.744,53.493,18.501,3.442,18.818,-57.336,-19.943,-60.706,25.988000000000014,-46.1,52.921
16.5,1.5,18.721,-3.048,18.967,59.582,-18.134,62.282,17.076,5.163,17.84,-44.899,-25.377,-51.575,50.47999999999999,-41.396,65.283
16.5,4.0,19.408,-0.903,19.428,67.295,-5.852,67.547,15.281,6.397,16.567,-33.236,-26.011,-42.204,68.74800000000002,-26.369,73.632
16.5,6.5,19.329,1.349,19.376,66.36,8.656,66.919,13.35,7.141,15.139,-24.062,-24.062,-34.028,74.97699999999999,-6.916,75.295
16.5,9.0,18.501,3.442,18.818,57.336,19.943,60.706,11.458,7.461,13.673,-17.402,-21.186,-27.417,69.893,9.660000000000004,70.557
16.5,11.5,17.076,5.163,17.84,44.899,25.377,51.575,9.72,7.46,12.253,-12.723,-18.254,-22.25,58.97200000000001,19.746,62.19
16.5,14.0,15.281,6.397,16.567,33.236,26.011,42.204,8.192,7.24,10.933,-9.448,-15.61,-18.247,47.260999999999996,24.038000000000004,53.023
16.5,16.5,13.35,7.141,15.139,24.062,24.062,34.028,6.883,6.883,9.735,-7.141,-13.35,-15.139,37.154,24.736000000000004,44.635
16.5,19.0,11.458,7.461,13.673,17.402,21.186,27.417,5.784,6.456,8.668,-5.491,-11.46,-12.707,29.153,23.643,37.535
19.0,-21.0,4.876,-5.282,7.188,4.893,-9.087,10.321,9.001,-6.001,10.818,-13.112,14.986,-19.912,5.6579999999999995,-5.384,7.81
19.0,-18.5,5.7,-5.581,7.977,6.156,-10.334,12.028,10.345,-5.819,11.87,-17.127,16.515,-23.793,5.074000000000002,-5.218999999999998,7.279
19.0,-16.0,6.66,-5.828,8.85,7.837,-11.756,14.129,11.738,-5.38,12.912,-22.326,17.542,-28.393,3.908999999999999,-5.421999999999997,6.684
19.0,-13.5,7.762,-5.984,9.801,10.09,-13.334,16.721,13.087,-4.635,13.883,-28.681,17.413,-33.552,2.257999999999999,-6.539999999999996,6.919
19.0,-11.0,9.001,-6.001,10.818,13.112,-14.986,19.912,14.266,-3.567,14.705,-35.653,15.28,-38.791,0.7259999999999991,-9.274000000000003,9.302
19.0,-8.5,10.345,-5.819,11.87,17.127,-16.515,23.793,15.139,-2.208,15.299,-41.926,10.481,-43.217,0.6850000000000023,-14.061000000000002,14.078
19.0,-6.0,11.738,-5.38,12.912,22.326,-17.542,28.393,15.584,-0.649,15.598,-45.566,3.255,-45.683,4.081999999999994,-20.316000000000003,20.722
19.0,-3.5,13.087,-4.635,13.883,28.681,-17.413,33.552,15.534,0.971,15.564,-45.14,-4.836,-45.398,12.161999999999999,-25.913000000000004,28.625
19.0,-1.0,14.266,-3.567,14.705,35.653,-15.28,38.791,14.996,2.499,15.203,-40.821,-11.663,-42.454,24.093999999999994,-28.011000000000003,36.948
19.0,1.5,15.139,-2.208,15.299,41.926,-10.481,43.217,14.05,3.805,14.557,-34.265,-15.909,-37.777,36.849999999999994,-24.793,44.414
19.0,4.0,15.584,-0.649,15.598,45.566,-3.255,45.683,12.826,4.81,13.699,-27.332,-17.571,-32.492,46.644,-16.665000000000003,49.532
19.0,6.5,15.534,0.971,15.564,45.14,4.836,45.398,11.46,5.491,12.707,-21.186,-17.402,-27.417,50.948,-6.104000000000001,51.312
19.0,9.0,14.996,2.499,15.203,40.821,11.663,42.454,10.07,5.874,11.658,-16.235,-16.235,-22.959,49.652,3.801000000000002,49.797
19.0,11.5,14.05,3.805,14.557,34.265,15.909,37.777,8.743,6.011,10.61,-12.435,-14.656,-19.221,44.623,11.069,45.975
19.0,14.0,12.826,4.81,13.699,27.332,17.571,32.492,7.531,5.962,9.605,-9.585,-13.008,-16.158,38.104,15.335,41.074
19.0,16.5,11.46,5.491,12.707,21.186,17.402,27.417,6.456,5.784,8.668,-7.461,-11.458,-13.673,31.641000000000005,17.219,36.023
19.0,19.0,10.07,5.874,11.658,16.235,16.235,22.959,5.524,5.524,7.813,-5.874,-10.07,-11.658,25.955000000000002,17.563,31.339
