Cordenada X,Cordenada Y,fuerza X 1,fuerza Y 1,fuerza neta 1,fuerza X 2,fuerza Y 2,fuerza neta 2,fuerza total X,fuerza total Y,fuerza neta total
-6.0,1.5,-186.611,-653.14,679.266,-64.369,-20.481,67.547,-250.98,-673.621,718.858
-6.0,4.0,-3183.422,-3183.422,4501.359,-73.475,-6.68,73.775,-3256.897,-3190.102,4558.961
-6.0,6.5,-1535.519,2303.279,2768.542,-72.349,9.866,73.02,-1607.868,2313.145,2817.069
-6.0,9.0,-128.411,513.644,529.439,-61.734,22.449,65.69,-190.145,536.093,568.815
-6.0,11.5,-31.649,205.717,208.122,-47.462,28.046,55.13,-79.111,233.763,246.787
-6.0,14.0,-12.122,109.099,109.765,-34.481,28.212,44.552,-46.603,137.311,145.004
-6.0,16.5,-5.852,67.295,67.547,-24.564,25.68,35.537,-30.416,92.975,97.824
-6.0,19.0,-3.255,45.566,45.683,-17.542,22.326,28.393,-20.797,67.892,71.006
-3.5,-11.0,3.253,-34.699,34.851,-12.863,-24.212,27.417,-9.61,-58.911,59.69
-3.5,-8.5,5.387,-48.483,48.781,-18.842,-29.926,35.364,-13.454999999999998,-78.40899999999999,79.555
-3.5,-6.0,9.866,-72.349,73.02,-28.479,-36.855,46.575,-18.613,-109.20400000000001,110.779
-3.5,-3.5,20.997,-118.981,120.815,-44.039,-44.039,62.282,-23.042,-163.01999999999998,164.64
-3.5,-1.0,57.058,-228.231,235.268,-67.93,-47.95,83.146,-10.872000000000007,-276.181,276.395
-3.5,1.5,244.48,-570.453,620.653,-98.499,-40.558,106.518,145.981,-611.011,628.208
-3.5,4.0,2303.279,-1535.519,2768.542,-122.009,-14.354,122.856,2181.27,-1549.873,2675.826
-3.5,6.5,1414.854,1414.854,2000.604,-118.981,20.997,120.815,1295.873,1435.851,1934.155
-3.5,9.0,173.157,461.752,493.151,-92.28,43.426,101.986,80.87700000000001,505.178,511.611
-3.5,11.5,45.474,197.053,202.237,-62.447,47.753,78.609,-16.973000000000006,244.80599999999998,245.394
-3.5,14.0,17.774,106.642,108.112,-40.328,42.7,58.732,-22.554000000000002,149.34199999999998,151.035
-3.5,16.5,8.656,66.36,66.919,-26.161,35.394,44.012,-17.505000000000003,101.75399999999999,103.249
-3.5,19.0,4.836,45.14,45.398,-17.413,28.681,33.552,-12.577,73.821,74.885
-1.0,-11.0,8.026,-32.103,33.09,-10.822,-28.859,30.822,-2.7959999999999994,-60.962,61.026
-1.0,-8.5,12.897,-43.528,45.398,-16.749,-37.685,41.239,-3.8519999999999985,-81.213,81.304
-1.0,-6.0,22.449,-61.734,65.69,-27.45,-50.325,57.325,-5.000999999999998,-112.059,112.171
-1.0,-3.5,43.426,-92.28,101.986,-47.95,-67.93,83.146,-4.524000000000001,-160.21,160.274
-1.0,-1.0,96.01,-144.015,173.082,-88.397,-88.397,125.008,7.6129999999999995,-232.41199999999998,232.537
-1.0,1.5,239.769,-209.798,318.593,-161.135,-93.995,186.54,78.63400000000001,-303.793,313.805
-1.0,4.0,513.644,-128.411,529.439,-239.906,-39.984,243.224,273.738,-168.395,321.387
-1.0,6.5,461.752,173.157,493.151,-228.231,57.058,235.268,233.52100000000002,230.215,327.919
-1.0,9.0,198.858,198.858,281.236,-144.015,96.01,173.082,54.84300000000002,294.868,299.925
-1.0,11.5,80.982,131.595,154.513,-78.01,84.511,115.013,2.971999999999994,216.106,216.126
-1.0,14.0,37.681,84.783,92.781,-42.665,63.998,76.918,-4.984000000000002,148.781,148.864
-1.0,16.5,19.943,57.336,60.706,-24.744,47.426,53.493,-4.800999999999998,104.762,104.872
-1.0,19.0,11.663,40.821,42.454,-15.28,35.653,38.791,-3.616999999999999,76.47399999999999,76.559
1.5,-11.0,11.357,-27.957,30.176,-7.17,-32.778,33.552,4.186999999999999,-60.735,60.879
1.5,-8.5,17.392,-36.123,40.091,-11.613,-44.795,46.275,5.779,-80.918,81.124
1.5,-6.0,28.046,-47.462,55.13,-20.481,-64.369,67.547,7.564999999999998,-111.831,112.087
1.5,-3.5,47.753,-62.447,78.609,-40.558,-98.499,106.518,7.195,-160.946,161.107
1.5,-1.0,84.511,-78.01,115.013,-93.995,-161.135,186.54,-9.484000000000009,-239.14499999999998,239.333
1.5,1.5,145.423,-78.305,165.156,-259.714,-259.714,367.309,-114.291,-338.019,356.818
1.5,4.0,205.717,-31.649,208.122,-653.14,-186.611,679.266,-447.423,-218.26,497.82
1.5,6.5,197.053,45.474,202.237,-570.453,244.48,620.653,-373.4,289.954,472.759
1.5,9.0,131.595,80.982,154.513,-209.798,239.769,318.593,-78.203,320.751,330.147
1.5,11.5,75.323,75.323,106.518,-78.305,145.423,165.156,-2.9820000000000135,220.74599999999998,220.766
1.5,14.0,42.752,59.194,73.02,-34.977,89.941,96.507,7.775000000000006,149.135,149.338
1.5,16.5,25.377,44.899,51.575,-18.134,59.582,62.282,7.2429999999999986,104.481,104.732
1.5,19.0,15.909,34.265,37.777,-10.481,41.926,43.217,5.428000000000001,76.191,76.384
4.0,-11.0,13.092,-23.275,26.705,-2.185,-34.953,35.02,10.907,-58.228,59.241
4.0,-8.5,18.964,-28.446,34.188,-3.628,-48.979,49.113,15.335999999999999,-77.425,78.929
4.0,-6.0,28.212,-34.481,44.552,-6.68,-73.475,73.775,21.532,-107.95599999999999,110.082
4.0,-3.5,42.7,-40.328,58.732,-14.354,-122.009,122.856,28.346000000000004,-162.337,164.793
4.0,-1.0,63.998,-42.665,76.918,-39.984,-239.906,243.224,24.013999999999996,-282.571,283.59
4.0,1.5,89.941,-34.977,96.507,-186.611,-653.14,679.266,-96.66999999999999,-688.117,694.874
4.0,4.0,109.099,-12.122,109.765,-3183.422,-3183.422,4501.359,-3074.323,-3195.544,4434.294
4.0,6.5,106.642,17.774,108.112,-1535.519,2303.279,2768.542,-1428.877,2321.053,2725.615
4.0,9.0,84.783,37.681,92.781,-128.411,513.644,529.439,-43.628,551.325,553.049
4.0,11.5,59.194,42.752,73.02,-31.649,205.717,208.122,27.545,248.46900000000002,249.991
4.0,14.0,39.283,39.283,55.555,-12.122,109.099,109.765,27.161,148.382,150.847
4.0,16.5,26.011,33.236,42.204,-5.852,67.295,67.547,20.159,100.531,102.532
4.0,19.0,17.571,27.332,32.492,-3.255,45.566,45.683,14.316000000000003,72.898,74.29
6.5,-11.0,13.529,-18.823,23.181,3.253,-34.699,34.851,16.782,-53.522,56.091
6.5,-8.5,18.558,-21.785,28.617,5.387,-48.483,48.781,23.945,-70.268,74.236
6.5,-6.0,25.68,-24.564,35.537,9.866,-72.349,73.02,35.546,-96.91300000000001,103.226
6.5,-3.5,35.394,-26.161,44.012,20.997,-118.981,120.815,56.391,-145.142,155.712
6.5,-1.0,47.426,-24.744,53.493,57.058,-228.231,235.268,104.48400000000001,-252.975,273.703
6.5,1.5,59.582,-18.134,62.282,244.48,-570.453,620.653,304.062,-588.587,662.486
6.5,4.0,67.295,-5.852,67.547,2303.279,-1535.519,2768.542,2370.574,-1541.371,2827.622
6.5,6.5,66.36,8.656,66.919,1414.854,1414.854,2000.604,1481.214,1423.51,2054.355
6.5,9.0,57.336,19.943,60.706,173.157,461.752,493.151,230.493,481.695,534.001
6.5,11.5,44.899,25.377,51.575,45.474,197.053,202.237,90.37299999999999,222.43,240.088
6.5,14.0,33.236,26.011,42.204,17.774,106.642,108.112,51.01,132.653,142.123
6.5,16.5,24.062,24.062,34.028,8.656,66.36,66.919,32.718,90.422,96.159
6.5,19.0,17.402,21.186,27.417,4.836,45.14,45.398,22.238,66.326,69.955
9.0,-11.0,13.112,-14.986,19.912,8.026,-32.103,33.09,21.137999999999998,-47.089,51.616
9.0,-8.5,17.127,-16.515,23.793,12.897,-43.528,45.398,30.024,-60.043,67.131
9.0,-6.0,22.326,-17.542,28.393,22.449,-61.734,65.69,44.775000000000006,-79.27600000000001,91.047
9.0,-3.5,28.681,-17.413,33.552,43.426,-92.28,101.986,72.107,-109.693,131.271
9.0,-1.0,35.653,-15.28,38.791,96.01,-144.015,173.082,131.663,-159.295,206.664
9.0,1.5,41.926,-10.481,43.217,239.769,-209.798,318.593,281.695,-220.279,357.596
9.0,4.0,45.566,-3.255,45.683,513.644,-128.411,529.439,559.21,-131.666,574.501
9.0,6.5,45.14,4.836,45.398,461.752,173.157,493.151,506.892,177.99300000000002,537.235
9.0,9.0,40.821,11.663,42.454,198.858,198.858,281.236,239.679,210.52100000000002,319.006
9.0,11.5,34.265,15.909,37.777,80.982,131.595,154.513,115.247,147.504,187.188
9.0,14.0,27.332,17.571,32.492,37.681,84.783,92.781,65.013,102.354,121.256
9.0,16.5,21.186,17.402,27.417,19.943,57.336,60.706,41.129000000000005,74.738,85.307
9.0,19.0,16.235,16.235,22.959,11.663,40.821,42.454,27.898,57.056,63.511
11.5,-11.0,12.231,-11.86,17.037,11.357,-27.957,30.176,23.588,-39.817,46.279
11.5,-8.5,15.326,-12.539,19.802,17.392,-36.123,40.091,32.718,-48.662,58.638
11.5,-6.0,19.041,-12.694,22.885,28.046,-47.462,55.13,47.087,-60.156000000000006,76.393
11.5,-3.5,23.223,-11.963,26.124,47.753,-62.447,78.609,70.976,-74.41,102.832
11.5,-1.0,27.439,-9.978,29.197,84.511,-78.01,115.013,111.94999999999999,-87.988,142.389
11.5,1.5,30.947,-6.564,31.635,145.423,-78.305,165.156,176.37,-84.869,195.727
11.5,4.0,32.878,-1.993,32.938,205.717,-31.649,208.122,238.59500000000003,-33.642,240.955
11.5,6.5,32.652,2.968,32.787,197.053,45.474,202.237,229.70499999999998,48.44199999999999,234.757
11.5,9.0,30.344,7.356,31.223,131.595,80.982,154.513,161.939,88.338,184.466
11.5,11.5,26.626,10.489,28.617,75.323,75.323,106.518,101.949,85.812,133.257
11.5,14.0,22.367,12.2,25.478,42.752,59.194,73.02,65.119,71.394,96.631
11.5,16.5,18.254,12.723,22.25,25.377,44.899,51.575,43.631,57.622,72.277
11.5,19.0,14.656,12.435,19.221,15.909,34.265,37.777,30.565,46.7,55.813
14.0,-11.0,11.158,-9.396,14.587,13.092,-23.275,26.705,24.25,-32.671,40.687
14.0,-8.5,13.505,-9.595,16.567,18.964,-28.446,34.188,32.469,-38.041000000000004,50.014
14.0,-6.0,16.161,-9.356,18.673,28.212,-34.481,44.552,44.373000000000005,-43.837,62.375
14.0,-3.5,18.961,-8.483,20.773,42.7,-40.328,58.732,61.661,-48.81100000000001,78.642
14.0,-1.0,21.617,-6.827,22.67,63.998,-42.665,76.918,85.615,-49.492,98.891
14.0,1.5,23.712,-4.368,24.112,89.941,-34.977,96.507,113.653,-39.345,120.271
14.0,4.0,24.829,-1.307,24.863,109.099,-12.122,109.765,133.928,-13.429,134.6
14.0,6.5,24.7,1.95,24.777,106.642,17.774,108.112,131.34199999999998,19.724,132.815
14.0,9.0,23.362,4.918,23.874,84.783,37.681,92.781,108.145,42.599,116.233
14.0,11.5,21.117,7.224,22.319,59.194,42.752,73.02,80.311,49.976,94.591
14.0,14.0,18.401,8.716,20.362,39.283,39.283,55.555,57.684,47.999,75.042
14.0,16.5,15.61,9.448,18.247,26.011,33.236,42.204,41.620999999999995,42.684,59.617
14.0,19.0,13.008,9.585,16.158,17.571,27.332,32.492,30.579,36.917,47.937
16.5,-11.0,10.053,-7.481,12.531,13.529,-18.823,23.181,23.582,-26.304000000000002,35.327
16.5,-8.5,11.826,-7.426,13.964,18.558,-21.785,28.617,30.384,-29.211,42.148
16.5,-6.0,13.736,-7.028,15.43,25.68,-24.564,35.537,39.416,-31.592,50.514
16.5,-3.5,15.659,-6.191,16.839,35.394,-26.161,44.012,51.053,-32.352000000000004,60.441
16.5,-1.0,17.397,-4.855,18.062,47.426,-24.744,53.493,64.82300000000001,-29.599,71.261
16.5,1.5,18.721,-3.048,18.967,59.582,-18.134,62.282,78.303,-21.182000000000002,81.117
16.5,4.0,19.408,-0.903,19.428,67.295,-5.852,67.547,86.703,-6.755000000000001,86.966
16.5,6.5,19.329,1.349,19.376,66.36,8.656,66.919,85.689,10.005,86.271
16.5,9.0,18.501,3.442,18.818,57.336,19.943,60.706,75.837,23.385,79.361
16.5,11.5,17.076,5.163,17.84,44.899,25.377,51.575,61.975,30.54,69.091
16.5,14.0,15.281,6.397,16.567,33.236,26.011,42.204,48.516999999999996,32.408,58.345
16.5,16.5,13.35,7.141,15.139,24.062,24.062,34.028,37.412,31.203000000000003,48.716
16.5,19.0,11.458,7.461,13.673,17.402,21.186,27.417,28.86,28.647,40.664
19.0,-11.0,9.001,-6.001,10.818,13.112,-14.986,19.912,22.113,-20.987000000000002,30.487
19.0,-8.5,10.345,-5.819,11.87,17.127,-16.515,23.793,27.472,-22.334,35.405
19.0,-6.0,11.738,-5.38,12.912,22.326,-17.542,28.393,34.064,-22.922,41.058
19.0,-3.5,13.087,-4.635,13.883,28.681,-17.413,33.552,41.768,-22.048000000000002,47.23
19.0,-1.0,14.266,-3.567,14.705,35.653,-15.28,38.791,49.919,-18.847,53.358
19.0,1.5,15.139,-2.208,15.299,41.926,-10.481,43.217,57.065,-12.689,58.459
19.0,4.0,15.584,-0.649,15.598,45.566,-3.255,45.683,61.150000000000006,-3.904,61.274
19.0,6.5,15.534,0.971,15.564,45.14,4.836,45.398,60.674,5.807,60.951
19.0,9.0,14.996,2.499,15.203,40.821,11.663,42.454,55.817,14.162,57.586
19.0,11.5,14.05,3.805,14.557,34.265,15.909,37.777,48.315,19.714000000000002,52.182
19.0,14.0,12.826,4.81,13.699,27.332,17.571,32.492,40.158,22.381,45.974
19.0,16.5,11.46,5.491,12.707,21.186,17.402,27.417,32.646,22.893,39.873
19.0,19.0,10.07,5.874,11.658,16.235,16.235,22.959,26.305,22.108999999999998,34.362
